  QueueTimes | ServiceTimes | SojournTimes
  331544.743 |       33.367 |   331578.110
  331571.511 |       33.301 |   331604.812
  331603.031 |       33.372 |   331636.403
  331632.730 |        1.993 |   331634.723
  331634.606 |       31.369 |   331665.975
  331647.833 |       33.430 |   331681.264
  331681.186 |       33.469 |   331714.656
  331713.828 |       33.393 |   331747.221
  331746.790 |       33.534 |   331780.324
  331779.395 |       33.411 |   331812.806
  331809.530 |       25.438 |   331834.968
  331830.399 |       25.177 |   331855.576
  331854.654 |       24.981 |   331879.635
  331876.904 |       25.030 |   331901.934
  331892.288 |       25.118 |   331917.407
  331916.885 |       25.068 |   331941.953
  331941.732 |       25.172 |   331966.904
  331966.349 |       24.886 |   331991.235
  331991.130 |       25.200 |   332016.330
  332015.818 |       25.091 |   332040.909
  332039.648 |       25.076 |   332064.725
  332064.554 |       25.073 |   332089.628
  332087.089 |       25.271 |   332112.361
  332111.495 |       25.060 |   332136.556
  332131.771 |       25.013 |   332156.784
  332156.735 |       25.034 |   332181.770
  332176.209 |       25.197 |   332201.406
  332200.795 |     1313.529 |   333514.324
  333509.490 |       33.363 |   333542.853
  333540.720 |       33.363 |   333574.083
  333572.695 |       25.216 |   333597.911
  333595.933 |       25.166 |   333621.099
  333610.135 |       24.872 |   333635.007
  333633.510 |       25.284 |   333658.795
  333657.865 |       24.977 |   333682.842
  333682.182 |     1113.029 |   334795.211
  334794.173 |       33.508 |   334827.681
  334823.798 |       33.280 |   334857.078
  334856.582 |        0.177 |   334856.759
  334856.509 |       33.316 |   334889.825
  334889.003 |       33.400 |   334922.402
  334916.054 |       33.549 |   334949.604
  334945.374 |       33.302 |   334978.675
  334975.724 |       33.321 |   335009.045
  335008.272 |       33.578 |   335041.850
  335039.747 |       33.656 |   335073.403
  335070.952 |       33.260 |   335104.212
  335102.126 |       33.498 |   335135.625
  335133.251 |       33.604 |   335166.855
  335166.342 |       33.265 |   335199.607
  335198.736 |       33.573 |   335232.309
  335228.753 |       33.288 |   335262.041
  335261.704 |       33.530 |   335295.234
  335280.571 |       99.894 |   335380.465
  335378.604 |       36.868 |   335415.472
  335415.231 |       29.924 |   335445.156
  335439.732 |       33.433 |   335473.164
  335460.560 |       25.174 |   335485.735
  335485.307 |       25.173 |   335510.480
  335500.185 |        2.215 |   335502.400
  335501.325 |       22.859 |   335524.184
  335523.349 |       25.115 |   335548.464
  335545.965 |       24.981 |   335570.946
  335570.855 |       25.165 |   335596.020
  335595.995 |       25.132 |   335621.126
  335619.681 |        1.991 |   335621.671
  335619.637 |       22.950 |   335642.587
  335642.168 |       25.100 |   335667.268
  335666.027 |       25.159 |   335691.186
  335690.337 |       25.184 |   335715.520
  335715.204 |        0.211 |   335715.415
  335714.853 |       24.807 |   335739.660
  335736.909 |       25.230 |   335762.139
  335759.185 |       24.908 |   335784.093
  335777.847 |       25.175 |   335803.022
  335801.669 |       25.049 |   335826.717
  335823.753 |        0.178 |   335823.931
  335823.603 |       24.903 |   335848.506
  335847.694 |       25.198 |   335872.893
  335867.948 |       25.000 |   335892.948
  335890.768 |       25.172 |   335915.940
  335915.440 |       25.157 |   335940.596
  335930.105 |       25.021 |   335955.127
  335953.073 |       24.964 |   335978.037
  335977.786 |       25.225 |   336003.010
  336002.741 |       25.015 |   336027.757
  336025.973 |       25.025 |   336050.997
  336047.506 |       25.018 |   336072.524
  336068.843 |       25.147 |   336093.990
  336089.980 |       33.579 |   336123.559
  336116.679 |       33.430 |   336150.108
  336148.831 |        1.933 |   336150.763
  336142.897 |       31.312 |   336174.209
  336172.460 |       33.760 |   336206.220
  336203.062 |        0.192 |   336203.253
  336197.297 |       33.013 |   336230.310
  336229.961 |       33.546 |   336263.507
  336261.704 |       33.325 |   336295.029
  336295.024 |       33.558 |   336328.582
  336328.520 |       33.270 |   336361.790
  336359.589 |       33.595 |   336393.183
  336387.508 |       33.422 |   336420.930
  336417.827 |       33.411 |   336451.237
  336450.972 |       33.521 |   336484.493
  336481.770 |       33.504 |   336515.273
  336512.987 |       33.348 |   336546.335
  336544.986 |       33.335 |   336578.321
  336576.674 |       33.503 |   336610.177
  336607.414 |       33.496 |   336640.910
  336639.788 |       33.237 |   336673.025
  336672.075 |       33.499 |   336705.574
  336704.631 |       33.408 |   336738.040
  336736.819 |       33.481 |   336770.300
  336768.754 |       33.408 |   336802.162
  336799.996 |       33.293 |   336833.289
  336831.078 |       33.393 |   336864.471
  336864.475 |       33.458 |   336897.933
  336889.147 |       33.311 |   336922.458
  336922.232 |       33.314 |   336955.546
  336955.069 |       33.371 |   336988.440
  336982.232 |       33.444 |   337015.675
  337015.060 |       33.515 |   337048.575
  337046.089 |       33.539 |   337079.629
  337077.193 |       33.490 |   337110.683
  337109.068 |       24.948 |   337134.016
  337132.843 |        0.191 |   337133.034
  337131.017 |       24.893 |   337155.911
  337155.949 |       25.144 |   337181.093
  337172.605 |       24.982 |   337197.587
  337197.225 |       25.215 |   337222.440
  337219.871 |       25.101 |   337244.972
  337243.865 |       25.012 |   337268.877
  337259.606 |       25.157 |   337284.763
  337284.470 |       25.163 |   337309.633
  337308.243 |      402.061 |   337710.304
  337707.243 |       25.051 |   337732.294
  337729.167 |       33.439 |   337762.606
  337755.670 |       33.535 |   337789.205
  337788.413 |       33.536 |   337821.948
  337821.438 |       33.392 |   337854.830
  337852.163 |       33.496 |   337885.660
  337883.560 |       25.102 |   337908.662
  337903.213 |        0.200 |   337903.413
  337899.044 |       33.110 |   337932.155
  337931.083 |       33.497 |   337964.580
  337963.783 |       33.377 |   337997.160
  337997.055 |       33.414 |   338030.469
  338027.294 |       33.310 |   338060.604
  338060.637 |       33.417 |   338094.054
  338089.495 |       33.484 |   338122.979
  338122.033 |       33.432 |   338155.464
  338154.504 |       33.532 |   338188.035
  338186.363 |       33.486 |   338219.848
  338219.618 |       33.344 |   338252.962
  338252.002 |       33.494 |   338285.496
  338285.026 |       33.371 |   338318.397
  338316.552 |        0.173 |   338316.725
  338316.163 |       33.116 |   338349.279
  338347.424 |       33.557 |   338380.981
  338376.868 |       33.439 |   338410.308
  338408.122 |       33.389 |   338441.512
  338437.881 |       33.355 |   338471.236
  338471.078 |       33.499 |   338504.577
  338500.506 |       33.341 |   338533.847
  338533.831 |       33.414 |   338567.245
  338567.218 |       33.608 |   338600.826
  338599.614 |       33.272 |   338632.886
  338626.337 |       41.804 |   338668.141
  338667.315 |       33.463 |   338700.778
  338697.886 |       33.497 |   338731.383
  338729.975 |       33.545 |   338763.519
  338762.418 |       33.431 |   338795.849
  338788.601 |       33.281 |   338821.882
  338819.046 |       33.553 |   338852.600
  338846.615 |       25.277 |   338871.893
  338868.197 |       25.202 |   338893.398
  338889.337 |       25.037 |   338914.374
  338911.532 |       25.071 |   338936.603
  338935.927 |        0.181 |   338936.108
  338934.001 |       24.813 |   338958.813
  338958.412 |       25.140 |   338983.552
  338979.723 |       25.008 |   339004.731
  339001.722 |       25.164 |   339026.886
  339025.768 |       25.106 |   339050.873
  339049.971 |       24.982 |   339074.953
  339072.065 |       25.260 |   339097.325
  339095.982 |       24.971 |   339120.953
  339111.263 |        0.198 |   339111.461
  339110.791 |       24.884 |   339135.675
  339131.012 |       24.996 |   339156.008
  339155.345 |       24.938 |   339180.283
  339178.070 |       25.158 |   339203.228
  339202.157 |       25.221 |   339227.378
  339224.548 |       25.137 |   339249.685
  339249.285 |       25.167 |   339274.452
  339273.995 |       25.154 |   339299.149
  339297.326 |       24.947 |   339322.273
  339317.074 |       25.127 |   339342.200
  339341.970 |       25.146 |   339367.116
  339365.810 |       25.254 |   339391.064
  339390.914 |       25.136 |   339416.050
  339415.021 |        2.087 |   339417.108
  339416.674 |       31.225 |   339447.899
  339447.369 |       25.218 |   339472.587
  339469.683 |       33.445 |   339503.127
  339494.732 |       33.348 |   339528.081
  339528.138 |       33.288 |   339561.426
  339560.366 |       33.426 |   339593.791
  339593.783 |       33.457 |   339627.240
  339624.783 |       33.489 |   339658.272
  339655.747 |       33.469 |   339689.216
  339688.591 |       33.480 |   339722.071
  339720.807 |       33.299 |   339754.106
  339750.629 |        0.191 |   339750.820
  339748.665 |       33.206 |   339781.871
  339780.525 |       33.405 |   339813.930
  339813.923 |       33.520 |   339847.444
  339845.035 |       33.354 |   339878.389
  339877.983 |        0.202 |   339878.186
  339877.922 |       33.233 |   339911.156
  339910.922 |       33.447 |   339944.369
  339941.907 |       33.317 |   339975.225
  339974.003 |       33.728 |   340007.732
  340007.660 |       33.353 |   340041.013
  340038.731 |       33.590 |   340072.320
  340070.912 |       33.299 |   340104.211
  340101.065 |       33.250 |   340134.314
  340131.073 |       33.398 |   340164.471
  340161.723 |       33.473 |   340195.196
  340194.736 |       33.490 |   340228.226
  340218.383 |        0.214 |   340218.597
  340218.040 |       33.296 |   340251.337
  340249.298 |       33.443 |   340282.741
  340281.671 |       33.468 |   340315.140
  340308.717 |       33.451 |   340342.168
  340336.897 |       33.296 |   340370.193
  340369.952 |       33.422 |   340403.374
  340401.722 |       33.392 |   340435.114
  340434.640 |       33.396 |   340468.036
  340468.027 |       33.277 |   340501.303
  340500.892 |       33.584 |   340534.476
  340533.100 |       33.347 |   340566.447
  340565.320 |       33.477 |   340598.796
  340594.571 |       75.023 |   340669.594
  340667.519 |       33.632 |   340701.151
  340701.211 |       25.084 |   340726.295
  340724.951 |       24.991 |   340749.942
  340743.803 |       25.141 |   340768.944
  340767.090 |       25.082 |   340792.172
  340791.015 |       25.022 |   340816.037
  340811.355 |       25.195 |   340836.551
  340835.485 |       24.999 |   340860.484
  340856.201 |       24.984 |   340881.185
  340879.341 |       33.588 |   340912.928
  340908.294 |       33.303 |   340941.597
  340935.225 |       33.395 |   340968.620
  340967.404 |       33.416 |   341000.820
  341000.615 |        0.187 |   341000.802
  340998.156 |       33.139 |   341031.295
  341029.668 |       33.345 |   341063.013
  341059.962 |        0.206 |   341060.168
  341058.008 |        1.995 |   341060.003
  341056.461 |       31.136 |   341087.597
  341086.647 |       25.140 |   341111.786
  341111.510 |       25.096 |   341136.606
  341135.065 |       25.039 |   341160.103
  341159.794 |       25.125 |   341184.919
  341181.585 |        2.121 |   341183.707
  341182.584 |       31.144 |   341213.728
  341209.900 |       25.029 |   341234.929
  341232.257 |       25.020 |   341257.277
  341256.437 |       25.153 |   341281.590
  341280.773 |       25.488 |   341306.261
  341298.957 |       24.953 |   341323.909
  341320.657 |       25.038 |   341345.696
  341345.601 |       25.100 |   341370.701
  341365.595 |       25.126 |   341390.721
  341390.571 |       25.035 |   341415.606
  341413.072 |       33.477 |   341446.549
  341438.978 |        0.261 |   341439.240
  341438.738 |       33.072 |   341471.810
  341471.412 |       33.499 |   341504.911
  341502.846 |       33.370 |   341536.215
  341529.567 |       83.428 |   341612.995
  341610.860 |       33.394 |   341644.254
  341639.934 |       33.301 |   341673.235
  341670.879 |       33.517 |   341704.396
  341701.334 |       33.387 |   341734.721
  341718.321 |        1.765 |   341720.085
  341716.723 |       31.739 |   341748.462
  341746.937 |       33.268 |   341780.205
  341779.389 |       33.498 |   341812.887
  341803.840 |       33.532 |   341837.371
  341833.109 |        1.893 |   341835.002
  341833.637 |       31.564 |   341865.201
  341864.318 |       33.398 |   341897.717
  341897.730 |       33.555 |   341931.285
  341924.510 |       33.430 |   341957.940
  341956.226 |       33.554 |   341989.781
  341989.174 |       33.339 |   342022.513
  342019.333 |       33.518 |   342052.852
  342048.246 |       33.427 |   342081.674
  342080.691 |       33.492 |   342114.184
  342112.930 |       33.542 |   342146.472
  342143.752 |       33.462 |   342177.214
  342175.241 |       33.385 |   342208.625
  342206.718 |       33.461 |   342240.179
  342238.789 |        0.221 |   342239.011
  342237.608 |       33.183 |   342270.791
  342270.070 |       33.540 |   342303.610
  342301.912 |       33.420 |   342335.332
  342333.544 |       33.311 |   342366.854
  342362.189 |       33.312 |   342395.500
  342391.504 |       33.591 |   342425.095
  342421.629 |       33.454 |   342455.084
  342448.303 |       25.095 |   342473.399
  342468.938 |       83.491 |   342552.429
  342546.013 |       25.313 |   342571.327
  342570.729 |       25.081 |   342595.810
  342594.354 |        2.070 |   342596.425
  342595.382 |       22.859 |   342618.241
  342617.279 |       24.997 |   342642.277
  342640.928 |       25.097 |   342666.025
  342665.387 |       25.248 |   342690.635
  342684.608 |       25.071 |   342709.679
  342706.636 |       25.153 |   342731.789
  342729.655 |       25.118 |   342754.773
  342747.256 |       25.130 |   342772.386
  342772.351 |       25.157 |   342797.508
  342792.353 |       25.172 |   342817.525
  342815.006 |       25.021 |   342840.027
  342839.679 |       25.192 |   342864.871
  342863.935 |       25.197 |   342889.132
  342887.813 |       25.129 |   342912.942
  342906.142 |       24.940 |   342931.082
  342929.716 |       25.050 |   342954.767
  342953.496 |        0.226 |   342953.722
  342946.357 |       24.789 |   342971.146
  342969.594 |       25.168 |   342994.762
  342994.134 |       25.136 |   343019.270
  343018.881 |       25.198 |   343044.079
  343041.573 |       25.078 |   343066.652
  343065.927 |       25.060 |   343090.987
  343089.446 |       25.170 |   343114.617
  343107.170 |       33.346 |   343140.516
  343137.956 |       33.516 |   343171.471
  343169.377 |       33.544 |   343202.921
  343197.246 |       33.302 |   343230.548
  343229.777 |       33.381 |   343263.158
  343262.585 |       33.320 |   343295.906
  343291.553 |       33.456 |   343325.010
  343324.131 |       33.340 |   343357.470
  343354.267 |       33.596 |   343387.862
  343386.726 |       33.539 |   343420.265
  343418.956 |       83.260 |   343502.216
  343501.793 |       33.473 |   343535.266
  343531.733 |       33.508 |   343565.241
  343564.723 |       33.261 |   343597.984
  343597.741 |       33.517 |   343631.258
  343629.011 |       33.365 |   343662.377
  343661.153 |       33.508 |   343694.661
  343693.830 |       33.512 |   343727.342
  343726.316 |       33.578 |   343759.893
  343754.344 |       33.350 |   343787.694
  343783.648 |       33.416 |   343817.064
  343814.650 |       33.580 |   343848.230
  343844.288 |       33.391 |   343877.680
  343875.967 |       33.336 |   343909.304
  343908.181 |       33.572 |   343941.753
  343939.537 |       33.409 |   343972.946
  343972.063 |       33.345 |   344005.408
  344002.018 |       33.407 |   344035.425
  344034.109 |       33.462 |   344067.571
  344066.266 |       33.546 |   344099.813
  344093.944 |       33.279 |   344127.224
  344125.272 |       33.588 |   344158.859
  344157.756 |       33.266 |   344191.022
  344176.704 |       25.033 |   344201.737
  344200.149 |       24.984 |   344225.133
  344222.243 |       25.127 |   344247.371
  344243.886 |       25.056 |   344268.942
  344266.915 |       25.033 |   344291.948
  344290.503 |       25.176 |   344315.679
  344314.346 |       25.020 |   344339.365
  344337.796 |       25.229 |   344363.025
  344362.037 |       25.099 |   344387.137
  344383.329 |       83.422 |   344466.751
  344465.573 |       25.346 |   344490.919
  344489.883 |       25.135 |   344515.018
  344511.025 |        1.508 |   344512.534
  344509.980 |        0.199 |   344510.179
  344509.127 |       31.695 |   344540.822
  344539.396 |       25.164 |   344564.560
  344563.400 |       25.032 |   344588.432
  344587.959 |       25.160 |   344613.119
  344611.378 |       25.009 |   344636.387
  344635.665 |       25.103 |   344660.768
  344659.933 |       25.037 |   344684.970
  344683.889 |       25.167 |   344709.056
  344708.505 |       25.067 |   344733.572
  344730.741 |       25.206 |   344755.946
  344750.150 |       25.020 |   344775.170
  344773.748 |       25.096 |   344798.844
  344797.479 |       25.080 |   344822.559
  344820.979 |       25.159 |   344846.139
  344845.995 |       33.410 |   344879.405
  344878.269 |       33.470 |   344911.739
  344903.649 |       33.748 |   344937.396
  344936.257 |       33.336 |   344969.593
  344965.508 |       33.441 |   344998.948
  344994.987 |        0.217 |   344995.203
  344995.211 |       33.185 |   345028.395
  345027.999 |       33.471 |   345061.469
  345058.095 |       33.373 |   345091.468
  345089.876 |       33.495 |   345123.371
  345122.066 |       33.509 |   345155.575
  345154.959 |       33.368 |   345188.327
  345182.741 |       33.392 |   345216.132
  345215.965 |       33.406 |   345249.371
  345244.234 |       33.397 |   345277.631
  345272.696 |       33.460 |   345306.156
  345298.830 |       33.397 |   345332.227
  345330.856 |       83.465 |   345414.321
  345411.847 |       33.364 |   345445.212
  345444.459 |       33.327 |   345477.786
  345472.693 |       33.523 |   345506.216
  345503.407 |        2.019 |   345505.427
  345499.350 |       31.235 |   345530.585
  345527.707 |       33.292 |   345560.999
  345559.217 |       33.371 |   345592.588
  345592.513 |        0.248 |   345592.761
  345591.007 |       33.135 |   345624.142
  345620.969 |       33.405 |   345654.375
  345651.550 |       33.350 |   345684.900
  345682.829 |       33.514 |   345716.343
  345708.556 |       33.491 |   345742.047
  345732.692 |       33.260 |   345765.952
  345765.129 |       33.421 |   345798.550
  345798.420 |       33.547 |   345831.967
  345830.639 |       33.347 |   345863.986
  345863.102 |       33.548 |   345896.650
  345892.873 |       25.105 |   345917.978
  345917.776 |       25.126 |   345942.903
  345942.429 |       24.991 |   345967.420
  345965.306 |       25.235 |   345990.541
  345981.031 |       25.165 |   346006.197
  346004.844 |       25.163 |   346030.008
  346029.522 |       24.963 |   346054.484
  346053.251 |       25.016 |   346078.266
  346078.172 |       25.078 |   346103.250
  346102.236 |       25.039 |   346127.276
  346126.700 |       25.129 |   346151.829
  346151.483 |       25.082 |   346176.564
  346176.541 |       25.059 |   346201.600
  346200.929 |        0.207 |   346201.137
  346199.204 |       24.924 |   346224.127
  346224.105 |       25.183 |   346249.287
  346246.616 |       25.369 |   346271.986
  346271.815 |       25.141 |   346296.957
  346296.348 |       25.009 |   346321.357
  346320.345 |      116.730 |   346437.075
  346432.944 |       24.964 |   346457.908
  346457.091 |       25.129 |   346482.220
  346481.475 |        0.188 |   346481.662
  346479.653 |       24.722 |   346504.375
  346498.438 |       24.977 |   346523.415
  346522.629 |       25.124 |   346547.753
  346546.344 |       25.146 |   346571.490
  346568.170 |        0.187 |   346568.357
  346564.311 |       24.799 |   346589.110
  346588.435 |       33.537 |   346621.973
  346617.738 |       33.443 |   346651.181
  346649.556 |       33.355 |   346682.910
  346678.277 |        1.721 |   346679.997
  346671.809 |       31.735 |   346703.544
  346703.546 |       33.398 |   346736.944
  346736.483 |       33.532 |   346770.016
  346769.958 |       33.272 |   346803.230
  346797.005 |       33.377 |   346830.382
  346830.326 |       33.529 |   346863.854
  346862.161 |       33.372 |   346895.533
  346894.158 |        1.951 |   346896.110
  346892.665 |       31.489 |   346924.154
  346919.511 |       33.526 |   346953.038
  346948.663 |       33.322 |   346981.985
  346981.221 |       33.302 |   347014.523
  347012.165 |       33.568 |   347045.733
  347042.210 |       33.335 |   347075.545
  347074.449 |       33.461 |   347107.911
  347107.525 |       33.260 |   347140.785
  347140.629 |       33.536 |   347174.165
  347172.052 |        1.915 |   347173.966
  347173.362 |       31.524 |   347204.886
  347201.109 |        1.506 |   347202.614
  347202.473 |       31.704 |   347234.177
  347232.759 |       33.350 |   347266.109
  347264.385 |       33.516 |   347297.901
  347296.984 |       33.552 |   347330.536
  347329.280 |       33.425 |   347362.706
  347358.974 |       33.323 |   347392.297
  347391.704 |       33.330 |   347425.035
  347424.188 |       33.427 |   347457.616
  347457.268 |       33.409 |   347490.677
  347489.882 |       33.305 |   347523.187
  347523.162 |       33.566 |   347556.728
  347556.005 |       33.452 |   347589.457
  347589.538 |       33.405 |   347622.944
  347621.641 |       33.422 |   347655.062
  347653.609 |       33.777 |   347687.386
  347683.755 |       24.991 |   347708.746
  347700.243 |       24.991 |   347725.234
  347722.449 |       25.188 |   347747.637
  347745.855 |       24.924 |   347770.779
  347770.680 |       25.164 |   347795.844
  347794.068 |       25.142 |   347819.210
  347817.043 |       25.265 |   347842.308
  347833.939 |       25.118 |   347859.057
  347857.114 |       25.029 |   347882.143
  347881.891 |       24.959 |   347906.851
  347904.583 |       25.171 |   347929.754
  347928.166 |       25.019 |   347953.185
  347946.812 |       25.162 |   347971.974
  347962.274 |       25.193 |   347987.467
  347984.822 |       24.962 |   348009.783
  348008.192 |       25.154 |   348033.347
  348031.575 |       24.936 |   348056.511
  348053.102 |       25.125 |   348078.227
  348075.881 |       25.005 |   348100.886
  348100.476 |       25.143 |   348125.619
  348124.517 |       25.065 |   348149.582
  348148.841 |       25.125 |   348173.966
